compid;dhid;midx;midy;midz;topx;topy;topz;botx;boty;botz;sample;from;to;length;tcu_sond;ascu_sond;cnscu_sond;rescu_sond;rs_sond;ri_sond;lito;alte;mine;ZMIN_BT;ugm_acido;ugm_extrac_cu;fase_cb23_v07;year_cb2023_v07;tcu_cab;ascu_cab;cnscu_cab;rescu_cab;rs_cab;ri_cab;cusfe%_cab;S%_cab;fes%cab;als%cab;mns%cab;mgs%cab;cas%cab;fet%_cab;ext_cu_anal_bt;ext_cu_calc_bt;ext_cu_cabrip_bt;ext_cu_cabsol_bt;ext_cu_ripsol_bt;can_bt;cab_bt;conc_cu_g/l;conc_fe_g/l;conc_Mn_mg/l;conc_Mn_g/l;conc_Mg_mg/l;conc_Mg_g/l;conc_Al_mg/l;conc_Al_g/l;conc_Ca_mg/l;conc_Ca_g/l;conc_Cl_mg/l;conc_Cl_g/l;conc_SO4_g/l;Eh mV;conc_fe+2_g/l;conc_fe+3_g/l;tcu_rip;ascu_rip;cnscu_rip;rescu_rip;rs_rip;ri_rip;cusfe%_rip;S%_rip;fes%rip;als%rip;mns%rip;mgs%rip;cas%rip;fet%_rip
PR;ZD-1407;93093.328;21485.518;3088.622;93094.524;21484.446;3091.155;93092.131;21486.591;3086.088;145704;92;98;6;0.335;0.227;0.024;;0.749;;AND;BIO;CUO;CUO;4;3;-99;-99;0.352;0.18;0.07;0.102;0.71;0.29;0.198;0.06;0.967;0.632;0.023;0.393;0.344;5.58;77;;77.3;;;11.2;15.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1407;93074.652;21503.002;3048.01;93075.778;21501.868;3050.549;93073.526;21504.136;3045.471;145706;140;146;6;0.686;0.497;0.07;;0.827;;AND;BIO;CUO;CUO;4;3;-99;-99;0.718;0.37;0.13;0.218;0.696;0.304;0.402;0.32;0.685;0.317;0.006;0.17;0.666;5.51;80;;81.3;;;6.3;15.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1458;93173.573;21411.293;3083.841;93172.37;21412.582;3086.268;93174.775;21410.003;3081.414;145707;102;108;6;0.397;0.247;0.017;;0.665;;AND;ARG;CUO;CUO;4;3;-99;-99;0.419;0.18;0.1;0.139;0.668;0.332;0.208;0.37;0.709;0.292;0.066;0.193;0.611;4.39;77.4;;78.7;;;10.3;15.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1476;93172.805;21436.022;3085.566;93173.486;21435.328;3088.404;93172.121;21436.718;3082.73;145708;86;92;6;0.512;0.321;0.086;;0.795;;AND;QSE;CUO;CUO;4;3;-99;-99;0.516;0.29;0.12;0.106;0.795;0.205;0.336;1.29;0.622;0.33;0.046;0.237;0.927;5.97;79;;81.4;;;8.3;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1535;94044.76;21597.556;3215.307;94045.227;21596.655;3218.13;94044.294;21598.457;3212.483;145709;122;128;6;0.775;0.117;0.615;;0.945;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.876;0.15;0.64;0.086;0.902;0.098;0.434;1.32;0.531;0.096;0.006;0.01;0.014;1.72;98.8;;92.3;;;2.1;14.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1535;94050.677;21585.984;3251.015;94051.153;21585.065;3253.83;94050.208;21586.904;3248.198;145710;84;90;6;0.553;0.1;0.423;;0.946;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.617;0.12;0.44;0.057;0.908;0.092;0.304;0.15;0.65;0.103;0.006;0.008;0.013;2.24;95.9;;93.3;;;6.8;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1541;92956.879;21786.61;3043.052;92958.085;21785.482;3045.556;92955.674;21787.739;3040.547;145712;52;58;6;0.614;0.471;0.027;;0.811;;AND;QSE;CUO;CUO;4;3;-99;-99;0.629;0.44;0.09;0.099;0.843;0.157;0.496;1.75;0.421;0.159;0.026;0.098;0.333;3.85;83.2;;85.1;;;6.3;14.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1546;92791.366;21959.368;3040.938;92792.121;21958.589;3043.735;92790.611;21960.148;3038.141;145713;22;28;6;0.434;0.023;0.208;;0.532;;AND;SER;SSE;SSE;3;1;-99;-99;0.47;0.03;0.23;0.21;0.553;0.447;0.045;1.09;0.38;0.152;0.006;0.099;0.439;3.13;66.9;;62.4;;;10.5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1882;93402.099;20754.259;3093.135;93403.055;20753.139;3095.748;93401.142;20755.379;3090.521;145714;102;108;6;1.306;0.666;0.1;;0.587;;AND;CLO;CUO;CUO;4;3;-99;-99;1.222;0.57;0.16;0.492;0.597;0.403;0.597;0.09;0.311;0.341;0.004;0.119;0.326;5.22;50.6;;49.8;;;2.2;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1882;93384.235;20775.163;3044.351;93385.21;20774.053;3046.962;93383.26;20776.273;3041.739;145715;158;164;6;3.112;0.287;2.668;;0.95;;AND;CLO;SSE;SSE;1;1;-99;-99;2.718;0.16;2.47;0.088;0.968;0.032;1.284;4.57;0.297;0.174;0.007;0.056;0.294;6.25;86.4;;81.5;;;0;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-987;92960.5;21663.697;3019.649;92960.459;21663.737;3022.648;92960.541;21663.657;3016.65;145716;197;203;6;0.602;0.127;;;;;LPY;QSE;SSE;SSE;3;1;-99;-99;0.67;0.11;0.45;0.11;0.836;0.164;0.292;0.46;0.713;0.143;0.007;0.062;0.382;3.12;90.6;;83;;;5.7;14.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1093;92779.425;21900.585;2986.345;92780.013;21900.335;2989.276;92778.836;21900.834;2983.414;145718;232;238;6;0.713;0.037;;;;;AND;QSE;PRI;PRI;5;5;-99;-99;0.384;0.04;0.07;0.274;0.286;0.714;0.053;0.87;1.017;0.26;0.097;0.148;0.482;5.7;45.1;;51;;;6.4;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1146;93256.636;20803.375;3046.136;93256.515;20803.407;3049.133;93256.757;20803.342;3043.139;145719;128;134;6;0.692;0.099;;;;;AND;QSE;SSE;SSE;3;1;12;2027;0.779;0.09;0.62;0.069;0.911;0.089;0.371;1.71;0.585;0.249;0.008;0.085;0.402;5.49;80.9;;91.5;;;0;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1259;92644.38;21754.467;2982.95;92644.454;21754.496;2985.949;92644.307;21754.438;2979.951;145720;202;208;6;0.539;0.019;0.31;;0.61;;AND;BIO;MSP;MSP;1;4;-99;-99;0.601;0.04;0.25;0.311;0.483;0.517;0.117;0.6;0.809;0.338;0.011;0.186;0.345;4.89;62.2;;69.5;;;2.6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1669;93346.029;20978.576;3069.616;93345.603;20979.059;3072.546;93346.456;20978.092;3066.686;145721;128;134;6;0.667;0.107;0.521;;0.942;;AND;QSE;SSE;SSE;3;1;14;2033;0.694;0.1;0.62;0;1.037;0;0.323;1.26;0.287;0.158;0.005;0.039;0.304;3.02;87.1;;93.6;;;0;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1671;93273.266;20983.513;3037.526;93273.881;20982.855;3040.387;93272.65;20984.171;3034.664;145723;160;166;6;0.372;0.064;0.266;;0.887;;AND;QSE;SSE;SSE;3;1;-99;-99;0.377;0.07;0.27;0.037;0.902;0.098;0.168;0.8;0.462;0.357;0.01;0.13;0.365;5.29;88.7;;87.5;;;11.9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1672;93316.08;20942.057;3049.111;93316.486;20941.678;3052.059;93315.674;20942.417;3046.16;145724;142;148;6;0.528;0.087;0.369;;0.864;;AND;QSE;SSE;SSE;3;1;-99;-99;0.531;0.08;0.41;0.041;0.923;0.077;0.253;0.93;0.444;0.331;0.01;0.109;0.407;4.34;92.1;;89.6;;;2.4;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1672;93321.358;20936.858;3088.417;93321.723;20936.437;3091.365;93320.993;20937.279;3085.469;145725;102;108;6;1.092;0.237;0.736;;0.891;;AND;QSE;SSE;SSE;3;1;-99;-99;1.126;0.2;0.75;0.176;0.844;0.156;0.521;1.52;0.572;0.368;0.013;0.127;0.505;5.43;84.3;;86.8;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1674;93330.009;20858.38;3040.34;93330.536;20857.824;3043.24;93329.482;20858.937;3037.439;145726;148;154;6;0.518;0.127;0.389;;0.996;;AND;CLO;SSE;SSE;1;1;-99;-99;0.566;0.06;0.45;0.056;0.901;0.099;0.278;1.56;0.662;0.347;0.011;0.123;0.311;4.12;89;;93.3;;;2.1;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1675;93289.119;20751.538;3047.713;93289.147;20751.51;3050.713;93289.09;20751.567;3044.713;145727;126;132;6;0.661;0.173;0.424;;0.903;;AND;SER;SSE;SSE;3;1;12;2027;0.685;0.08;0.51;0.095;0.861;0.139;0.322;1.63;0.792;0.401;0.015;0.165;0.495;5.82;85.7;;88.3;;;0.3;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1675;93289.246;20751.427;3065.711;93289.242;20751.444;3068.711;93289.25;20751.41;3062.712;145728;108;114;6;2.195;0.389;1.384;;0.808;;AND;SER;SSE;SSE;3;1;-99;-99;2.146;0.32;1.51;0.316;0.853;0.147;0.932;2.2;0.799;0.613;0.008;0.213;0.539;6.62;72.1;;77.7;;;0;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1680;93485.476;20701.648;3046.575;93485.716;20701.363;3049.552;93485.238;20701.936;3043.599;145730;140;146;6;0.512;0.17;0.309;;0.936;;AND;CLO;SSE;SSE;1;1;14;2034;0.486;0.09;0.37;0.026;0.947;0.053;0.243;1.3;0.89;0.545;0.013;0.285;0.458;6.39;92.9;;90.3;;;2.9;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1680;93489.045;20697.512;3090.235;93489.294;20697.234;3093.211;93488.797;20697.789;3087.258;145731;96;102;6;1.792;1.335;0.106;;0.804;;AND;QSE;CUO;CUO;4;3;-99;-99;1.879;1.45;0.13;0.299;0.841;0.159;1.522;0.35;0.396;0.414;0.013;0.119;0.828;5.59;69.6;;81.1;;;0;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1682;93463.543;20566.766;3036.249;93463.123;20567.392;3039.153;93463.932;20566.13;3033.343;145732;142;148;6;0.39;0.097;0.25;;0.89;;AND;QSE;SSE;SSE;3;1;12;2027;0.405;0.05;0.32;0.035;0.914;0.086;0.198;0.58;0.726;0.341;0.011;0.117;0.337;4.31;94.9;;87.7;;;4.9;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1682;93455.424;20578.99;3092.362;93454.996;20579.609;3095.266;93455.844;20578.35;3089.461;145733;84;90;6;0.757;0.513;0.033;;0.721;;AND;QSE;CUO;CUO;4;3;12;2026;0.764;0.52;0.05;0.194;0.746;0.254;0.581;0.02;0.917;0.521;0.011;0.19;0.346;4.61;64.3;;66.8;;;3.8;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1687;93237.62;20882.3;3037.64;93237.799;20881.847;3040.6;93237.454;20882.759;3034.68;145734;144;150;6;0.67;0.11;0.516;;0.934;;AND;QSE;SSE;SSE;3;1;-99;-99;0.752;0.08;0.56;0.112;0.851;0.149;0.353;0.85;0.774;0.541;0.014;0.205;0.488;5.74;84.5;;71.3;;;1.3;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1689;93216.182;20826.341;3073.381;93216.175;20826.343;3076.381;93216.19;20826.339;3070.381;145735;102;108;6;0.557;0.216;0.023;;0.429;;AND;QSE;CUO;CUO;4;3;-99;-99;0.546;0.2;0.12;0.226;0.586;0.414;0.199;0.05;0.959;0.663;0.007;0.156;0.152;4.52;33.7;;27.8;;;10.4;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1747;92716.131;21815.398;2994.06;92716.161;21815.411;2997.06;92716.102;21815.385;2991.06;145736;2;8;6;0.453;0.06;0.27;;0.728;;AND;QSE;SSE;SSE;3;1;-99;-99;0.47;0.07;0.25;0.15;0.681;0.319;0.135;1.19;0.674;0.137;0.009;0.061;0.256;2.75;76.1;;79;;;4.2;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1750;92640.039;21827.207;2990.87;92640.053;21827.19;2993.87;92640.025;21827.225;2987.871;145738;12;18;6;0.414;0.043;0.201;;0.589;;AND;QSE;SSE;SSE;3;1;-99;-99;0.441;0.03;0.21;0.201;0.544;0.456;0.109;0.77;0.712;0.311;0.014;0.176;0.399;4.84;71.7;;74.1;;;4.6;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1781;92962.005;21720.457;3029.11;92962.008;21720.459;3032.11;92962.002;21720.455;3026.11;145739;2;8;6;0.665;0.033;0.276;;0.465;;AND;QSE;MSP;MSP;3;4;-99;-99;0.667;0.04;0.27;0.357;0.465;0.535;0.097;1.56;2.043;0.281;0.027;0.111;0.425;5.3;62;;87;;;0.8;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1798;93451.801;20521.906;3061.307;93452.251;20521.41;3064.231;93451.351;20522.402;3058.382;145740;108;114;6;0.663;0.1;0.505;;0.913;;AND;QSE;SSE;SSE;3;1;12;2026;0.708;0.1;0.55;0.058;0.918;0.082;0.336;1.28;0.354;0.203;0.007;0.05;0.35;3.5;89.9;;89.9;;;4.4;14.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1799;93512.869;20529.403;3047.803;93512.268;20530.061;3050.667;93513.471;20528.744;3044.938;145741;132;138;6;0.352;0.076;0.211;;0.815;;AND;QSE;SSE;SSE;3;1;-99;-99;0.384;0.06;0.27;0.054;0.859;0.141;0.195;0.45;0.89;0.498;0.015;0.203;0.393;4.92;92.3;;86.8;;;9.2;14.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1799;93503.359;20539.651;3091.625;93502.724;20540.327;3094.479;93503.993;20538.976;3088.772;145742;86;92;6;1.036;0.849;0.037;;0.855;;AND;BIO;CUO;CUO;4;3;12;2026;1.08;0.8;0.09;0.19;0.824;0.176;0.844;0.1;0.718;0.448;0.02;0.151;0.521;6.57;61.6;;71.1;;;1.5;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1801;93485.962;20624.266;3045.197;93485.736;20624.579;3048.172;93486.189;20623.953;3042.222;145744;136;142;6;0.972;0.113;0.799;;0.938;;AND;CLO;SSE;SSE;1;1;14;2034;0.972;0.2;0.67;0.102;0.895;0.105;0.497;1.56;0.9;0.759;0.012;0.316;0.492;6.67;90.3;;90.3;;;0.5;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1801;93482.558;20629.068;3090.819;93482.341;20629.381;3093.795;93482.775;20628.755;3087.843;145745;90;96;6;1.234;0.329;0.732;;0.86;;AND;CLO;SSE;SSE;1;1;12;2026;1.231;0.24;0.77;0.221;0.82;0.18;0.545;0.98;1.02;0.657;0.01;0.285;0.667;6.46;79.1;;84.6;;;0;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1806;93426.608;20691.383;3047.603;93426.602;20691.392;3050.603;93426.613;20691.374;3044.603;145746;132;138;6;0.45;0.087;0.303;;0.867;;AND;BIO;SSE;SSE;1;1;12;2027;0.451;0.08;0.31;0.061;0.865;0.135;0.28;0.49;1.139;0.673;0.016;0.359;0.454;6.54;97.8;;85.7;;;8.7;14.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1806;93426.474;20691.45;3081.602;93426.453;20691.451;3084.602;93426.495;20691.448;3078.602;145747;98;104;6;1.377;0.19;0.98;;0.85;;AND;QSE;SSE;SSE;3;1;-99;-99;1.32;0.23;0.97;0.12;0.909;0.091;0.63;1.91;0.903;0.685;0.019;0.229;0.501;7.05;86.6;;87.7;;;0;13.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1808;93417.503;20835.288;3092.31;93417.236;20835.643;3095.277;93417.77;20834.934;3089.343;145748;96;102;6;0.51;0.11;0.321;;0.845;;AND;CLO;SSE;SSE;1;1;-99;-99;0.534;0.11;0.34;0.084;0.843;0.157;0.246;2.08;0.93;0.447;0.024;0.216;0.75;7.46;85.8;;84.5;;;7.8;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1809;93206.679;20749.355;3087.105;93206.691;20749.32;3090.105;93206.704;20749.364;3084.105;145749;82;88;6;0.582;0.144;0.144;;0.495;;AND;QSE;LXX;MSP;4;3;12;2026;0.581;0.18;0.11;0.291;0.499;0.501;0.166;0.09;0.73;0.46;0.018;0.101;0.197;4.76;58;;65.7;;;6;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1810;93401.009;20995.337;3091.403;93401.009;20995.337;3094.403;93401.009;20995.337;3088.403;145750;108;114;6;0.731;0.289;0.087;;0.514;;AND;QSE;CUO;CUO;4;3;14;2033;0.732;0.31;0.11;0.312;0.574;0.426;0.335;0.47;0.727;0.517;0.031;0.174;0.772;6.32;52.7;;57.6;;;4.7;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1822;93204.756;21146.331;3047.007;93204.763;21146.339;3050.007;93204.75;21146.323;3044.007;145752;152;158;6;0.904;0.127;0.735;;0.954;;AND;QSE;SSE;SSE;3;1;-99;-99;1.063;0.3;0.64;0.123;0.884;0.116;0.549;2.49;0.585;0.408;0.011;0.107;0.358;6.02;86.2;;88.1;;;0.5;14.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1822;93204.802;21146.417;3075.007;93204.806;21146.426;3078.007;93204.798;21146.407;3072.007;145753;124;130;6;0.804;0.171;0.546;;0.892;;AND;BIO;SSE;SSE;1;1;-99;-99;0.794;0.08;0.62;0.094;0.882;0.118;0.385;0.47;0.606;0.551;0.007;0.199;0.498;5.96;86.4;;84.6;;;4.1;14.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1838;93063.817;21475.124;3089.498;93064.44;21474.392;3092.339;93063.202;21475.812;3086.643;145754;82;88;6;0.573;0.397;0.03;;0.745;;AND;BIO;CUO;CUO;4;3;-99;-99;0.587;0.37;0.08;0.137;0.767;0.233;0.41;0.29;0.526;0.326;0.014;0.151;0.694;5.4;68.3;;73;;;4.4;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1839;93131.271;21474.873;3040.831;93131.638;21474.541;3043.79;93130.904;21475.206;3037.872;145755;128;134;6;0.532;0.209;0.19;;0.75;;AND;BIO;CUO;MSP;4;3;-99;-99;0.318;0.1;0.03;0.188;0.41;0.59;0.091;;;;;;;;50.6;;58.1;;;7.6;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1959;93358.787;20874.67;3095.15;93358.417;20874.349;3098.11;93359.158;20874.99;3092.191;145757;74;80;6;0.585;0.235;0.056;;0.497;;AND;QSE;CUO;MSP;4;3;-99;-99;0.59;0.2;0.06;0.33;0.44;0.56;0.193;0.04;0.208;0.224;0.004;0.062;0.151;4.21;49.1;;51.5;;;7.3;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1962;93487.197;20844.517;3091.854;93486.284;20843.767;3094.611;93488.11;20845.267;3089.097;145758;106;112;6;0.58;0.15;0.4;;0.948;;BXX;CLO;SSE;SSE;1;2;14;2033;0.621;0.11;0.44;0.071;0.886;0.114;0.286;1.91;0.531;0.33;0.009;0.164;0.512;6.28;92.5;;88.6;;;6;14.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-899;93793.042;21557.301;3211.569;93792.271;21556.6;3214.382;93793.792;21558.001;3208.75;145759;134;140;6;0.344;0.069;;;;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.387;0.08;0.27;0.037;0.904;0.096;0.175;1.37;0.351;0.111;0.002;0.006;0.022;1.45;89.8;;82.5;;;10.5;15.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1089;92539.838;21646.323;2948.647;92539.798;21646.336;2951.647;92539.878;21646.31;2945.647;145760;243;249;6;0.478;0.365;;;;;AND;QSE;CUO;CUO;4;3;9;2026;0.501;0.31;0.07;0.12;0.758;0.24;0.341;0.03;0.811;0.482;0.012;0.343;0.482;5.46;66;;75;;;8.8;14.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1325;92628.119;21522.259;2899.157;92628.487;21522.627;2902.112;92627.75;21521.89;2896.203;145762;166;172;6;0.753;0.177;0.399;;0.765;;LPY;QSE;CUO;SSE;4;3;9E;2025;1.004;0.14;0.72;0.14;0.86;0.14;0.525;0.44;0.392;0.136;0.044;0.226;0.719;3.15;60.3;;72.9;;;1.8;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1052;92646.818;21589.468;2884.396;92647.484;21589.363;2887.319;92646.151;21589.574;2881.473;145763;316;322;6;1.029;0.059;;;;;LPY;QSE;MSP;MSP;3;4;9E;2027;1.148;0.03;0.39;0.73;0.366;0.636;0.168;5.09;0.414;0.089;0.009;0.031;0.201;5.49;37.4;;47;;;2.2;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1732;92635.973;21690.669;2919.398;92636.7;21689.98;2922.226;92635.245;21691.357;2916.57;145764;42;48;6;0.357;0.233;0.033;;0.745;;AND;BIO;CUO;CUO;4;3;9E;2025;0.399;0.21;0.06;0.13;0.677;0.326;0.264;0.1;0.794;0.444;0.029;0.236;0.399;5.39;70.1;;74.9;;;12.2;16.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1259;92643.225;21753.954;2936.967;92643.31;21753.97;2939.966;92643.14;21753.937;2933.968;145766;248;254;6;0.492;0.029;0.213;;0.492;;AND;BIO;SSE;SSE;1;1;9E;2025;0.586;0.08;0.23;0.27;0.529;0.461;0.154;1.45;0.698;0.26;0.016;0.147;0.369;4.72;61.8;;66.6;;;4.5;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1259;92644.086;21754.35;2970.954;92644.16;21754.379;2973.953;92644.012;21754.316;2967.955;145767;214;220;6;0.578;0.037;0.415;;0.782;;AND;BIO;SSE;SSE;1;1;-99;-99;0.582;0.04;0.34;0.2;0.653;0.344;0.169;0.72;0.879;0.334;0.011;0.165;0.242;4.24;71.9;;76.7;;;3.7;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1052;92650.373;21588.905;2899.986;92651.039;21588.8;2902.909;92649.706;21589.011;2897.063;145768;300;306;6;0.701;0.062;;;;;LPY;QSE;MSP;MSP;3;4;9E;2025;0.69;0.03;0.28;0.38;0.449;0.551;0.125;3.65;0.387;0.086;0.009;0.047;0.177;4.64;57.7;;62.9;;;3.9;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1455;92706.977;21635.904;2898.522;92708.093;21634.829;2901.091;92705.86;21636.978;2895.954;145770;174;180;6;1.295;0.454;0.592;;0.808;;BXC;QSE;CUO;SSE;4;3;9E;2025;1.37;0.35;0.73;0.29;0.79;0.21;0.863;0.35;0.514;0.232;0.012;0.246;0.523;2.67;82.4;;87.2;;;0;15.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1639;92685.377;21710.756;2907.623;92685.262;21710.879;2910.619;92685.492;21710.633;2904.628;145771;124;130;6;0.694;0.081;0.352;;0.624;;AND;BIO;SSE;SSE;1;1;9E;2025;0.766;0.11;0.38;0.28;0.64;0.366;0.289;0.96;0.406;0.129;0.012;0.068;0.303;3.75;69;;77.1;;;3.1;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1639;92684.994;21711.167;2917.608;92684.879;21711.29;2920.603;92685.109;21711.044;2914.612;145772;114;120;6;0.716;0.368;0.184;;0.771;;BXX;CLO;CUO;CUO;4;3;9E;2025;0.769;0.36;0.22;0.19;0.754;0.247;0.516;0.12;0.299;0.229;0.034;0.179;0.5;4.89;78.5;;79.3;;;6.4;15.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1050;92738.14;21491.387;2922.698;92738.157;21491.431;2925.698;92738.124;21491.343;2919.699;145773;272;278;6;0.275;0.145;;;;;AND;BIO;SSE;CUO;1;1;9E;2025;0.302;0.11;0.05;0.14;0.53;0.464;0.117;0.03;0.495;0.344;0.011;0.218;0.351;5.49;52.5;;53.3;;;8.8;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1736;92751.56;21575.243;2911.813;92752.022;21574.738;2914.734;92751.114;21575.744;2908.889;145774;30;36;6;1.701;0.175;0.914;;0.64;;BXX;QSE;SSE;SSE;3;2;9E;2025;1.91;0.1;1.22;0.59;0.691;0.309;0.775;1.53;0.407;0.117;0.085;0.103;0.306;4.97;67.7;;74.9;;;0;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1323;92717.693;21620.065;2896.356;92717.702;21619.913;2899.353;92717.684;21620.217;2893.36;145775;166;172;6;1.367;0.189;0.785;;0.713;;LPY;POT;SSE;SSE;1;2;9E;2025;1.493;0.12;1.01;0.36;0.757;0.241;0.595;1.12;0.416;0.159;0.006;0.119;0.241;3.88;76.3;;84.3;;;0;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1378;92732.664;21777.358;2957.354;92733.385;21777.801;2960.233;92731.944;21776.916;2954.476;145777;218;224;6;0.498;0.046;0.183;;0.46;;AND;BIO;SSE;SSE;1;1;9E;2025;0.652;0.05;0.29;0.32;0.521;0.491;0.149;0.87;0.519;0.213;0.006;0.126;0.269;3.28;65.5;;71.1;;;4.3;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZR-1747;92715.878;21815.234;2968.062;92715.907;21815.273;2971.062;92715.848;21815.196;2965.063;145778;28;34;6;0.587;0.047;0.203;;0.426;;AND;QSE;MSP;MSP;3;4;-99;-99;0.658;0.05;0.21;0.39;0.395;0.593;0.121;1.1;0.359;0.164;0.008;0.1;0.226;3.11;58.2;;60.8;;;6;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1400;92878.295;21606.285;2957.775;92879.347;21605.351;2960.425;92877.243;21607.218;2955.126;145779;230;236;6;0.363;0.047;0.11;;0.433;;AND;BIO;MSP;MSP;1;4;9;2025;0.382;0.02;0.15;0.22;0.445;0.576;0.072;0.68;0.635;0.283;0.009;0.228;0.349;6.04;64.5;;64.3;;;7.6;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;ZD-1400;92881.802;21603.173;2966.608;92882.854;21602.239;2969.258;92880.75;21604.106;2963.958;145781;220;226;6;0.489;0.06;0.169;;0.468;;AND;CLO;MSP;MSP;1;4;-99;-99;0.521;0.03;0.23;0.26;0.499;0.499;0.108;0.67;0.567;0.28;0.01;0.187;0.403;5.81;62.6;;65;;;6.8;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
